ID	Acinonyx_jubatus	Canis_lupus_dingo	Canis_lupus_familiaris	Equus_asinus	Equus_caballus	Equus_przewalskii	Felis_catus	Felis_nigripes	Homo_sapiens	Lycaon_pictus	Lynx_canadensis	Lynx_pardinus	Mus_musculus	Myotis_lucifugus	Panthera_leo	Panthera_onca	Panthera_pardus	Panthera_tigris	Pipistrellus_pipistrellus	Prionailurus_bengalensis_euptilurus	Pteropus_alecto	Pteropus_vampyrus	Puma_concolor	Rattus_norvegicus	Rhinolophus_ferrumequinum	Rousettus_aegyptiacus	Vulpes_lagopus	Vulpes_vulpes
Lynx_canadensis	0.9687080305439595	0.4447065169547403	0.4398229368127564	0.2853295645963993	0.27139743709997255	0.2858766389227434	0.9932765234121633	0.9155484703836604	0.1970024389969302	0.49600625362786965	0.9999999999999986	0.9923315050873229	0.22628300122006534	0.2437617224238701	0.9682940333416512	0.9844557157505995	0.9709753841815056	0.9612551690192688	0.2307718547570738	0.9753269640664897	0.4241563372368888	0.4210144795503815	0.984775498958081	0.23999634526321423	0.3427780943983675	0.4300029724618006	0.2937755269646639	0.4717043944068139
Lynx_pardinus	0.970309379043011	0.4427139030328232	0.4384346298552565	0.28029046044337724	0.26581018056255	0.2811726347140612	0.9932281571186952	0.9169141677202799	0.1932811099349761	0.49555664821399414	0.9923315050873229	0.9999999999999999	0.22296476410848962	0.24133343135918348	0.9671775287592566	0.9765922316859256	0.9730371477239099	0.9672594025507427	0.22843275223101192	0.9833359294589227	0.41716636851467187	0.41384960705564433	0.9954065847359095	0.23703836092215755	0.3369364860080283	0.4219250904348658	0.29217189126730286	0.4711087172059101
Mus_musculus	0.25272326996723954	0.23975051950587564	0.231548074437737	0.24927596141472286	0.24693184303881668	0.25052292086930184	0.2398197949768695	0.20739634962594355	0.22989914209800422	0.2637366286104568	0.22628300122006534	0.22296476410848962	0.9999999999999984	0.21165367494691137	0.2479246194820675	0.22988351144363867	0.24703214271096113	0.23817450629415587	0.20420759582307282	0.245946051926164	0.39838175209308224	0.39704336214141406	0.2234681506686526	0.4631958217737828	0.3214558596633563	0.40014720374259427	0.17279036672192544	0.2514052949261629
Myotis_lucifugus	0.2758945557407233	0.28911363086233455	0.28229173133546576	0.3026632891629283	0.2923843905144239	0.3036738802383783	0.2563177970178846	0.22452283951086874	0.19179214535686762	0.31831636531825225	0.2437617224238701	0.24133343135918348	0.21165367494691137	1.0	0.27143658511703184	0.24737500200621831	0.2695104303509541	0.2637596495383654	0.6727921069168226	0.268410704180843	0.4600641153324081	0.4572344420067148	0.2431751117618283	0.2389488020101933	0.39040786864747606	0.465824369469499	0.20061992083854902	0.3055552739529201
Panthera_leo	0.9962919005821473	0.48218658687810645	0.4763282738619188	0.3172155725755908	0.3020221920125141	0.3176872285825559	0.977285836679094	0.8829924379046468	0.21459151076207963	0.5409385765225214	0.9682940333416512	0.9671775287592566	0.2479246194820675	0.27143658511703184	1.0	0.975911350461483	0.9978802560942919	0.9939040399322696	0.2595603100373121	0.9789985512297681	0.4752784124183859	0.47206529057383745	0.9598517173637194	0.2670300299306416	0.3853948921372432	0.48249528000202446	0.3189649157391018	0.5117187219859312
Panthera_onca	0.9695950191120863	0.44496284445652223	0.4394987432317898	0.2866074056193422	0.27313567942365674	0.2869702527974557	0.983077013853354	0.9115549559544542	0.1981114935819034	0.4968756622883854	0.9844557157505995	0.9765922316859256	0.22988351144363867	0.24737500200621831	0.975911350461483	0.9999999999999997	0.9765519052753915	0.9664919445666649	0.2376989238961238	0.9627385024916062	0.42935223997828276	0.42651338269224875	0.9683936075220445	0.2444321588960356	0.34906035631642124	0.4358130247504769	0.29522595831286436	0.47234868684111486
Panthera_pardus	0.9957637413210986	0.47906631400249	0.47353943275668486	0.3136563883571686	0.2983481694636478	0.3144333900216135	0.980988093064104	0.8884616346220907	0.213273416274208	0.5375077552832401	0.9709753841815056	0.9730371477239099	0.24703214271096113	0.2695104303509541	0.9978802560942919	0.9765519052753915	0.9999999999999999	0.9946709349397609	0.25774486125767415	0.9828725787040267	0.4710288994458395	0.4675329911605353	0.9675086919660882	0.26624656312082995	0.38149123290897424	0.47749169519304874	0.31708142847495224	0.5089785053832356
Panthera_tigris	0.9923758809607865	0.47226113626413535	0.46793392013418045	0.30414060198222964	0.2872340128071577	0.3055784252568088	0.9722851312821009	0.8788526567370633	0.20450232499087728	0.5324796796032828	0.9612551690192688	0.9672594025507427	0.23817450629415587	0.2637596495383654	0.9939040399322696	0.9664919445666649	0.9946709349397609	1.0	0.24915998797825625	0.9781671520118707	0.4599240849382959	0.45510730057009696	0.9632006494639048	0.25856792639334164	0.37004638079771524	0.46214367541627266	0.3121596308085775	0.5042763607684728
Pipistrellus_pipistrellus	0.2630779933096834	0.27604597498787137	0.26903247106719863	0.28679079853630757	0.2802365223418376	0.2874688429255926	0.24519467271450376	0.21448603542730593	0.18853255651532533	0.30401837532236087	0.2307718547570738	0.22843275223101192	0.20420759582307282	0.6727921069168226	0.2595603100373121	0.2376989238961238	0.25774486125767415	0.24915998797825625	0.9999999999999998	0.2560995902919915	0.45074534317239595	0.44951688392602007	0.2289358884623558	0.24069146849973336	0.37441982851316374	0.46049320391121956	0.19416578095382675	0.28980714813208325
Prionailurus_bengalensis_euptilurus	0.9839979458973767	0.4780690073389664	0.47267487154441923	0.3119913249667156	0.2966175907855937	0.3124622366407827	0.9853815189675892	0.8997951431731654	0.21146812988168862	0.5357194754388825	0.9753269640664897	0.9833359294589227	0.245946051926164	0.268410704180843	0.9789985512297681	0.9627385024916062	0.9828725787040267	0.9781671520118707	0.2560995902919915	1.0	0.4642450386170612	0.46113380592847064	0.9826475625357725	0.2622135130808645	0.3744421908721116	0.4713611477372144	0.3171701138597497	0.5087979024668701
Pteropus_alecto	0.4840532350733226	0.48714387239902723	0.4735659833379865	0.5806019520107847	0.5550892128674303	0.5819350901729373	0.44373447281250367	0.38726476128741305	0.3421813298243688	0.5461160267850043	0.4241563372368888	0.41716636851467187	0.39838175209308224	0.4600641153324081	0.4752784124183859	0.42935223997828276	0.4710288994458395	0.4599240849382959	0.45074534317239595	0.4642450386170612	0.9999999999999993	0.9910271496783674	0.4167277837721107	0.43791988115980907	0.7038175363941274	0.9808629556525286	0.3492666881131018	0.5206185348660642
Pteropus_vampyrus	0.48053450585642377	0.48455228658578614	0.4702746826869799	0.5775768215640172	0.5528859669273021	0.5785123088549684	0.44095546179501416	0.3856922453947722	0.34120347203804813	0.5419353103152759	0.4210144795503815	0.41384960705564433	0.39704336214141406	0.4572344420067148	0.47206529057383745	0.42651338269224875	0.4675329911605353	0.45510730057009696	0.44951688392602007	0.46113380592847064	0.9910271496783674	1.0	0.4131902031886521	0.43546872057649866	0.7011133517521384	0.9776269897818423	0.35038089707555553	0.5188150797643037
Puma_concolor	0.9638350070799342	0.44090659907680374	0.43692466000319774	0.2788390710478985	0.26409084286580603	0.2798927194397134	0.9880372393213187	0.9140566981713847	0.19205253280184784	0.4944725495991916	0.984775498958081	0.9954065847359095	0.2234681506686526	0.2431751117618283	0.9598517173637194	0.9683936075220445	0.9675086919660882	0.9632006494639048	0.2289358884623558	0.9826475625357725	0.4167277837721107	0.4131902031886521	1.0	0.2374294839976791	0.33553521331198854	0.4209353930148879	0.29169739622901725	0.47037694051607587
Rattus_norvegicus	0.27211114555715976	0.2618866062039479	0.25279592259462697	0.2681873946196303	0.26699844904416425	0.2707767682181471	0.2550531442954831	0.22557158107920125	0.19235048819531514	0.289242297935022	0.23999634526321423	0.23703836092215755	0.4631958217737828	0.2389488020101933	0.2670300299306416	0.2444321588960356	0.26624656312082995	0.25856792639334164	0.24069146849973336	0.2622135130808645	0.43791988115980907	0.43546872057649866	0.2374294839976791	1.0	0.34853218044634937	0.43631076710257416	0.1822640945803794	0.2731797510057119
Rhinolophus_ferrumequinum	0.3917248435229212	0.3868435366937544	0.37745974206153066	0.4755253554538238	0.4548665111671857	0.4761908750326109	0.3602366844428117	0.3108333006085302	0.2684981180278182	0.4297215843330662	0.3427780943983675	0.3369364860080283	0.3214558596633563	0.39040786864747606	0.3853948921372432	0.34906035631642124	0.38149123290897424	0.37004638079771524	0.37441982851316374	0.3744421908721116	0.7038175363941274	0.7011133517521384	0.33553521331198854	0.34853218044634937	1.0	0.7050101067386381	0.2679183019306047	0.40614977830815635
Rousettus_aegyptiacus	0.4905389728060199	0.4972551341133803	0.4831886377063882	0.5881787653832773	0.5633522378971474	0.5880930738514574	0.4496932184667558	0.3916335911626673	0.3477219798237612	0.5577877017321647	0.4300029724618006	0.4219250904348658	0.40014720374259427	0.465824369469499	0.48249528000202446	0.4358130247504769	0.47749169519304874	0.46214367541627266	0.46049320391121956	0.4713611477372144	0.9808629556525286	0.9776269897818423	0.4209353930148879	0.43631076710257416	0.7050101067386381	0.9999999999999999	0.3488274397047636	0.5266489626439211
Vulpes_lagopus	0.3242209243373999	0.6716887017966213	0.6785086087768831	0.23443269406503103	0.22727288030742462	0.23453259865937412	0.3055881582445842	0.2727355242507458	0.16123445855001498	0.6515270679577714	0.2937755269646639	0.29217189126730286	0.17279036672192544	0.20061992083854902	0.3189649157391018	0.29522595831286436	0.31708142847495224	0.3121596308085775	0.19416578095382675	0.3171701138597497	0.3492666881131018	0.35038089707555553	0.29169739622901725	0.1822640945803794	0.2679183019306047	0.3488274397047636	0.9999999999999994	0.684300392368403
Vulpes_vulpes	0.5195845414731997	0.9528667158272506	0.9393751298809572	0.3543247565930873	0.33850608780307634	0.3550816394722687	0.4890091268619251	0.4344236454909216	0.2352310591197696	0.9800991215836236	0.4717043944068139	0.4711087172059101	0.2514052949261629	0.3055552739529201	0.5117187219859312	0.47234868684111486	0.5089785053832356	0.5042763607684728	0.28980714813208325	0.5087979024668701	0.5206185348660642	0.5188150797643037	0.47037694051607587	0.2731797510057119	0.40614977830815635	0.5266489626439211	0.684300392368403	1.0
